Transaction_ID,Name,City,State,Country,Age,Gender,Income,Total_Purchases,Total_Amount,Product_Category,Product_Brand,Product_Type,Shipping_Method,Payment_Method,products
1022168,James Henry,Berlin,Berlin,Germany,26,Male,Low,2,732.0874031,Electronics,Sony,Smartphone,Standard,Debit Card,Xiaomi Mi
1022174,James Ramos,Cairns,New South Wales,Australia,46,Female,Medium,10,2357.856911,Home Decor,Bed Bath & Beyond,Kitchen,Standard,Credit Card,Toaster
1022174,Chelsea Johnson,Birmingham,England,UK,34,Female,Low,9,1141.237926,Grocery,Coca-Cola,Juice,Same-Day,Cash,Pomegranate juice
1022184,Sarah Knox,Geelong,New South Wales,Australia,26,Male,High,8,3267.464379,Grocery,Nestle,Chocolate,Same-Day,Credit Card,Chocolate-covered nuts
1022190,Evelyn Davis,Hull,England,UK,20,Male,Medium,5,1978.184536,Electronics,Apple,Tablet,Same-Day,Debit Card,Acer Iconia Tab
1022205,Shaun Wells,Albuquerque,Vermont,USA,26,Male,Low,1,387.091744,Home Decor,Home Depot,Tools,Same-Day,PayPal,Screwdriver set
1022229,Nathan Brown,London,Ontario,Canada,20,Female,Medium,8,2503.770941,Books,Penguin Books,Children's,Same-Day,Credit Card,Sports equipment
1022229,Nancy Park,Adelaide,New South Wales,Australia,56,Female,Low,6,456.5617164,Home Decor,Home Depot,Decorations,Standard,Debit Card,Candles
1022246,Joshua Hampton,San Francisco,Maine,USA,26,Male,High,4,1156.321409,Clothing,Zara,Shirt,Express,Credit Card,T-shirt
1022256,Debra Valentine,Cairns,New South Wales,Australia,23,Female,Low,4,1900.460115,Home Decor,IKEA,Furniture,Express,Debit Card,Sofa
1022265,Monica Vaughan,Chicago,Connecticut,USA,34,Male,Medium,3,1499.048581,Grocery,Pepsi,Water,Standard,Cash,Coconut water
1022365,Jacob Martin,Oxford,England,UK,20,Male,Medium,3,1364.879515,Books,HarperCollins,Non-Fiction,Express,Debit Card,Travel
1022403,James Smith,Dresden,,Germany,46,Female,Medium,1,153.2330291,Home Decor,Home Depot,Tools,Same-Day,PayPal,Hammer
1022416,Cassandra Mills,Sheffield,England,UK,40,Female,Medium,10,2911.282318,Electronics,Sony,Smartphone,Same-Day,Cash,Sony Xperia
1022423,Deanna Love,Fort Worth,New Mexico,USA,19,Female,Medium,10,4270.55753,Home Decor,Bed Bath & Beyond,Bedding,Same-Day,PayPal,Quilt
1022429,Amber Ward,Saskatoon,Ontario,Canada,28,Female,Medium,2,876.2427995,Books,Random House,Literature,Standard,Credit Card,Contemporary literature
1022432,Wendy Smith,Stuttgart,Berlin,Germany,22,Female,Medium,7,2881.606778,Books,Penguin Books,Fiction,Same-Day,Credit Card,Science fiction
1022470,Amanda Butler,Birmingham,England,UK,20,Female,Low,9,2500.353869,Home Decor,Bed Bath & Beyond,Bathroom,Express,Cash,Towel rack
1022470,Amanda Butler,Birmingham,England,UK,24,Female,Low,9,2500.353869,Home Decor,Bed Bath & Beyond,Bathroom,Express,Cash,Bathtub
1022497,Ryan Brown,Cairns,New South Wales,Australia,26,Male,Medium,6,1246.811669,Grocery,Coca-Cola,Water,Express,Credit Card,Bottled water
1022498,Sophia Austin,Portsmouth,England,UK,24,Male,Medium,9,2941.545072,Clothing,Nike,Shoes,Express,PayPal,Running shoes
1022498,Sarah Mayer,Chicago,Connecticut,USA,20,Male,Low,2,841.7138553,Electronics,Apple,Laptop,Same-Day,PayPal,LG Gram
1022542,Brian Thompson,Sacramento,Arizona,USA,24,Female,Medium,10,1456.630801,Home Decor,IKEA,Lighting,Same-Day,Credit Card,Pendant lights
1022547,Steven Castillo,Edinburgh,England,UK,42,Male,Medium,6,1143.863275,Electronics,Mitsubhisi,Mitsubishi 1.5 Ton 3 Star Split AC,Same-Day,Credit Card,Mini-split AC
1022556,Michelle Gilmore,Virginia Beach,West Virginia,USA,70,Female,Medium,8,455.0619905,Books,Random House,Literature,Standard,PayPal,Poetry
1022580,Carolyn Bailey,Launceston,New South Wales,Australia,20,Female,Medium,6,1002.870174,Books,HarperCollins,Fiction,Express,Cash,Dystopian
1022645,Joshua Lane,Montreal,Ontario,Canada,56,Male,Medium,1,17.26543909,Grocery,Coca-Cola,Water,Same-Day,Credit Card,Sparkling water
1022648,Donna Black,Launceston,New South Wales,Australia,20,Male,Medium,4,699.0781609,Electronics,Samsung,Smartphone,Same-Day,Cash,LG G
1022661,Dana Rios,Liverpool,England,UK,20,Male,Low,10,3181.116284,Clothing,Zara,Dress,Standard,Credit Card,Bodycon dress
1022661,Abigail Mccormick,Mackay,New South Wales,Australia,22,Male,Medium,1,23.678755,Grocery,Pepsi,Juice,Same-Day,PayPal,Mango juice
1022662,Rachel Thomas,London,England,UK,58,Female,Low,2,982.7853846,Clothing,Zara,Shirt,Same-Day,Cash,Polo shirt
1022667,Michelle Russell,New York,Kansas,USA,23,Male,Medium,8,3681.221174,Books,Penguin Books,Children's,Same-Day,PayPal,Clothing
1022674,Tracy Cunningham,Oxford,England,UK,52,Male,Medium,2,73.8265283,Electronics,Sony,Smartphone,Standard,Credit Card,Huawei P
1022689,Julie Horton,Wuppertal,Berlin,Germany,26,Female,Medium,4,1354.692308,Home Decor,Bed Bath & Beyond,Bedding,Standard,PayPal,Bed skirt
1022835,Melissa Johnson,Winnipeg,Ontario,Canada,39,Female,Medium,3,866.5076238,Home Decor,Home Depot,Decorations,Standard,Debit Card,Mirrors
1022862,Kimberly Sutton,Bendigo,New South Wales,Australia,36,Female,Medium,9,4043.12391,Grocery,Pepsi,Juice,Express,Debit Card,Apple juice
1022884,Brittany Morrison,Launceston,New South Wales,Australia,41,Male,High,5,1912.522431,Electronics,Sony,Headphones,Express,Cash,Over-ear headphones
1022906,Julie Herring,Bremen,Berlin,Germany,25,Female,Medium,9,2259.797919,Clothing,Zara,Dress,Standard,Cash,Maxi dress
1022930,Summer White,Sheffield,England,UK,43,Male,Low,5,891.333199,Electronics,Mitsubhisi,Mitsubishi 1.5 Ton 3 Star Split AC,Express,Cash,Air conditioner
1022934,Amber Hansen,Newcastle upon Tyne,England,UK,31,Male,Medium,2,465.5030804,Books,HarperCollins,Thriller,Express,Credit Card,Political thriller
1022981,Carol Deleon,Chicago,Connecticut,USA,28,Female,Low,7,1694.299919,Clothing,Zara,Jeans,Express,Credit Card,High-waisted jeans
1022984,Samuel Wang,London,England,UK,59,Male,Low,7,3322.801136,Electronics,Apple,Laptop,Same-Day,Cash,Acer Swift
1023017,Tanya Taylor,Essen,Berlin,Germany,20,Male,Medium,7,590.8470449,Clothing,Nike,T-shirt,Express,Debit Card,Plain tee
1023113,Taylor Jordan,Portsmouth,England,UK,24,Male,Medium,1,324.8107779,Electronics,Samsung,Smartphone,Standard,PayPal,Sony Xperia
1023150,Dillon Burns,Bonn,Berlin,Germany,32,Female,Medium,10,4468.213361,Books,Random House,Non-Fiction,Express,Credit Card,Science
1023173,Christina Powell,Bendigo,New South Wales,Australia,68,Male,High,5,599.1872518,Books,Random House,Literature,Same-Day,Debit Card,Classic literature
1023185,Deborah Sanchez,Chicago,Connecticut,USA,34,Male,High,8,3292.677874,Electronics,Sony,Television,Express,Debit Card,Curved TV
1023206,Stacey Foster,Edinburgh,England,UK,22,Female,Low,7,1910.631891,Electronics,Apple,Laptop,Same-Day,Debit Card,LG Gram
1023230,Jeffrey Baldwin,Saskatoon,Ontario,Canada,18,Female,Medium,2,468.1805831,Grocery,Pepsi,Soft Drink,Same-Day,Debit Card,Fruit punch
1023267,Jessica Kerr,Kelowna,Ontario,Canada,25,Male,Medium,9,3054.306639,Grocery,Coca-Cola,Juice,Same-Day,Debit Card,Pineapple juice
1023280,Benjamin Collins,Colorado Springs,Ohio,USA,23,Male,Medium,1,446.8090155,Books,Random House,Fiction,Same-Day,Debit Card,Science fiction
1023323,Alvin Jones,Geelong,New South Wales,Australia,22,Male,Medium,10,4322.989083,Electronics,Samsung,Tablet,Same-Day,Credit Card,Samsung Galaxy Tab
1023378,Scott Acosta,Chicago,Connecticut,USA,34,Male,High,5,1984.365607,Grocery,Pepsi,Water,Standard,PayPal,Artesian water
1023433,Carolyn Elliott,Southampton,England,UK,46,Male,High,5,1380.98842,Books,Penguin Books,Children's,Same-Day,Credit Card,Sports equipment
1023450,Brittany Harrington,San Antonio,Alaska,USA,56,Female,Low,10,3456.610616,Electronics,Apple,Smartphone,Express,Credit Card,Huawei P
1023538,Jonathan Wilson,Hamilton,Ontario,Canada,55,Female,High,9,1294.271708,Grocery,Pepsi,Juice,Same-Day,Debit Card,Pineapple juice
1023538,Jonathan Wilson,Hamilton,Ontario,Canada,55,Female,High,9,1294.271708,Grocery,Pepsi,Juice,Same-Day,Credit Card,Cranberry juice
1023587,Adam Thomas,Newcastle,New South Wales,Australia,61,Male,Low,6,2267.940447,Electronics,Mitsubhisi,Mitsubishi 1.5 Ton 3 Star Split AC,Express,Credit Card,Window AC
1023607,Penny Banks,New York,Kansas,USA,23,Male,High,5,223.6257928,Books,Random House,Literature,Same-Day,Cash,Classic literature
1023654,Robin Lambert,Arlington,Vermont,USA,46,Female,Low,9,529.9864259,Electronics,Sony,Smartphone,Express,Credit Card,Huawei P
1023755,Charles Miller,Toowoomba,New South Wales,Australia,70,Male,Medium,8,3653.188699,Books,Penguin Books,Children's,Standard,Debit Card,Art supplies
1023843,Catherine Waters,Chicago,Connecticut,USA,20,Male,Medium,5,2142.196713,Grocery,Coca-Cola,Soft Drink,Express,Cash,Cola
1023894,Karina Bender,Fort Worth,New Mexico,USA,19,Female,Medium,5,761.0335574,Electronics,Apple,Tablet,Same-Day,Debit Card,Microsoft Surface
1023903,Wanda Smith,Essen,Berlin,Germany,26,Female,High,4,1044.674452,Books,Random House,Non-Fiction,Same-Day,Credit Card,Health
1023963,Patrick Smith,Geelong,New South Wales,Australia,36,Male,Medium,2,403.6115923,Clothing,Nike,T-shirt,Express,Credit Card,V-neck tee
1023974,Rachel Yang,Dallas,Vermont,USA,22,Male,Low,5,2063.797495,Grocery,Pepsi,Water,Same-Day,Debit Card,Flavored water
1024020,Kimberly Levine,New York,Kansas,USA,23,Female,High,3,1060.911795,Clothing,Adidas,Jacket,Same-Day,Credit Card,Parka
1024023,Mrs. Brittany Phillips DDS,Chicago,Connecticut,USA,34,Female,Medium,4,686.7069546,Grocery,Pepsi,Juice,Same-Day,Credit Card,Apple juice
1024047,Helen Robinson,Cairns,New South Wales,Australia,20,Male,Low,1,220.1297791,Electronics,Samsung,Smartphone,Express,Debit Card,Nokia
1024160,Brian West,Frankfurt,Berlin,Germany,22,Male,Medium,5,1963.733651,Clothing,Zara,Shirt,Standard,Credit Card,Hoodie
1024164,Ariel Carlson,Milwaukee,Indiana,USA,68,Male,Medium,6,2472.36103,Home Decor,Bed Bath & Beyond,Bedding,Express,Cash,Pillowcase set
1024202,Zoe Simmons,Chicago,Connecticut,USA,34,Male,High,10,4104.638274,Grocery,Pepsi,Water,Express,PayPal,Purified water
1024228,Andrew Giles,Geelong,New South Wales,Australia,46,Male,High,7,775.6565667,Electronics,Samsung,Smartphone,Express,PayPal,Sony Xperia
1024248,Renee Patterson,Bremen,Berlin,Germany,60,Male,Medium,9,1607.849123,Grocery,Coca-Cola,Soft Drink,Same-Day,Credit Card,Iced tea
1024268,Tracy Stanley,Seattle,Michigan,USA,21,Male,Medium,1,278.5606932,Clothing,Zara,Jeans,Same-Day,Credit Card,Low-rise jeans
1024343,Megan Contreras,Townsville,New South Wales,Australia,46,Male,Low,2,612.1657766,Electronics,Sony,Headphones,Standard,Credit Card,Noise-cancelling headphones
1024354,Juan Wise,Calgary,Ontario,Canada,26,Male,Low,4,505.2889504,Electronics,Apple,Tablet,Standard,Debit Card,Amazon Fire Tablet
1024355,Emily Lucero,New York,Kansas,USA,23,Male,Medium,5,512.5864728,Grocery,Pepsi,Water,Express,Cash,Artesian water
1024434,Jacob Combs,Portsmouth,England,UK,19,Female,Medium,2,711.3781599,Clothing,Zara,Jeans,Standard,PayPal,Skinny jeans
1024446,William Durham,Cairns,New South Wales,Australia,46,Male,High,1,165.5861475,Books,HarperCollins,Fiction,Standard,Debit Card,Literary fiction
1024449,Diana Smith,Calgary,Ontario,Canada,65,Female,High,8,1380.498889,Grocery,Pepsi,Water,Same-Day,PayPal,Mineral water
1024462,Vickie Walker,Chicago,Connecticut,USA,34,Male,Low,10,555.2695659,Grocery,Pepsi,Water,Standard,Credit Card,Flavored water
1024463,Dana Grant,Duisburg,Berlin,Germany,26,Male,High,5,1105.307152,Electronics,Whirepool,Fridge,Standard,Cash,Counter-depth refrigerator
1024489,Jennifer Thomas,Oxford,England,UK,19,Male,High,3,1417.329723,Books,Random House,Non-Fiction,Standard,Cash,History
1024508,Cory Gonzalez,Las Vegas,West Virginia,USA,22,Female,Medium,4,1182.324863,Grocery,Nestle,Coffee,Standard,Cash,Cappuccino
1024525,Jordan Henderson,Oxford,England,UK,40,Female,Low,2,583.2710141,Clothing,Zara,Dress,Express,Credit Card,A-line dress
1024634,James Jones,Frankfurt,Berlin,Germany,22,Female,Medium,5,390.6937474,Books,Penguin Books,Children's,Express,Debit Card,Plush toys
1024648,Alison Harmon,Hobart,New South Wales,Australia,60,Male,Low,4,879.9567839,Electronics,Samsung,Smartphone,Express,Credit Card,Motorola Moto
1024690,Terri Dominguez,Portland,Wyoming,USA,31,Female,Low,4,1032.17707,Books,Penguin Books,Children's,Same-Day,Credit Card,Educational kits
1024760,Victoria Shannon,Barrie,Ontario,Canada,66,Male,Medium,3,94.0836068,Books,HarperCollins,Fiction,Express,Credit Card,Dystopian
1024778,Thomas Martin,Albury-Wodonga,New South Wales,Australia,48,Male,Low,9,3672.287197,Home Decor,Bed Bath & Beyond,Bedding,Standard,Debit Card,Duvet cover
1024788,Jordan Dillon,Manchester,England,UK,47,Female,High,7,3079.695031,Home Decor,Bed Bath & Beyond,Bedding,Express,Debit Card,Bed sheet set
1024853,Christina Williams,San Antonio,New York,USA,53,Male,Low,9,1099.862867,Electronics,Samsung,Television,Same-Day,Cash,HDR TV
1024896,Stephen Warner,Raleigh,Rhode Island,USA,61,Female,High,7,1495.664657,Clothing,Adidas,Shoes,Same-Day,Debit Card,Oxfords
1024897,Kelly Wright,Portsmouth,England,UK,19,Female,Medium,9,170.3674451,Books,Penguin Books,Children's,Standard,PayPal,Clothing
1024950,Emily Davis,Toronto,Ontario,Canada,48,Male,Medium,4,499.1475876,Electronics,Sony,Headphones,Same-Day,PayPal,Wireless headphones
1024979,Logan Lamb,Portsmouth,England,UK,24,Female,Medium,7,1552.157298,Grocery,Pepsi,Water,Express,Debit Card,Artesian water
1025006,Christopher Garcia,Launceston,New South Wales,Australia,46,Female,Low,1,28.40130004,Grocery,Coca-Cola,Juice,Standard,Credit Card,Tomato juice
1025043,Raymond Avila,San Francisco,Maine,USA,26,Male,High,7,3252.923279,Electronics,Apple,Laptop,Same-Day,Cash,Lenovo ThinkPad
1025085,Matthew Sandoval,Halifax,Ontario,Canada,26,Male,Low,1,95.11045846,Electronics,Whirepool,Fridge,Express,Debit Card,Compact refrigerator
1025097,Zachary Peck,Munich,Berlin,Germany,46,Male,Low,3,322.3349557,Grocery,Pepsi,Soft Drink,Express,PayPal,Cola
1025122,Angela Hill,Fort Worth,New Mexico,USA,19,Male,Low,4,1794.664513,Clothing,Adidas,Shoes,Same-Day,Debit Card,Espadrilles
1025126,Jonathon Ward,New Orleans,Rhode Island,USA,43,Male,Medium,8,3324.781634,Home Decor,IKEA,Decorations,Standard,PayPal,Candles
1025139,Sandra Hanson,Kitchener,Ontario,Canada,22,Male,High,4,807.7437738,Books,HarperCollins,Fiction,Same-Day,Credit Card,Fantasy
1025186,Joe Cordova,Launceston,New South Wales,Australia,46,Male,Medium,4,761.9977362,Clothing,Adidas,T-shirt,Express,Cash,Graphic tee
1025207,Kelly Coleman MD,Hamilton,Ontario,Canada,20,Male,Medium,2,346.3235612,Electronics,Sony,Television,Same-Day,Cash,HDR TV
1025321,Jennifer Johnson,Glasgow,England,UK,26,Male,High,8,2775.603707,Electronics,Whirepool,Fridge,Same-Day,Credit Card,French door refrigerator
1025364,Lisa Beard,Denver,Connecticut,USA,36,Male,Medium,4,1677.151228,Grocery,Nestle,Chocolate,Same-Day,Credit Card,Truffles
1025365,Elizabeth Medina,Munich,Berlin,Germany,60,Male,Low,2,96.54554841,Clothing,Nike,T-shirt,Same-Day,Cash,Crop top
1025405,Sherri Arroyo,Dortmund,Berlin,Germany,38,Female,High,10,293.9561321,Home Decor,Home Depot,Decorations,Same-Day,Credit Card,Vases
1025413,Gregory Gonzalez,Ballarat,New South Wales,Australia,20,Male,Low,8,939.0072105,Grocery,Nestle,Chocolate,Standard,Credit Card,Chocolate-covered nuts
1025496,Justin Sanchez,New Orleans,Texas,USA,60,Male,Low,3,1019.931454,Grocery,Coca-Cola,Soft Drink,Express,Debit Card,Lemon-lime soda
1025503,Andrea Hayes,Calgary,Ontario,Canada,38,Male,Low,6,1849.55909,Home Decor,Bed Bath & Beyond,Bathroom,Same-Day,PayPal,Soap dispenser
1025523,Rachel Mitchell,Chicago,Connecticut,USA,20,Male,Medium,10,2595.25457,Home Decor,IKEA,Decorations,Same-Day,PayPal,Wall art
1025572,Cory White,Chicago,Connecticut,USA,34,Male,Medium,1,407.4466439,Grocery,Pepsi,Water,Standard,Cash,Spring water
1025596,Kyle Williams,Albury-Wodonga,New South Wales,Australia,20,Male,Medium,9,2747.803453,Books,Penguin Books,Children's,Same-Day,PayPal,Puzzles
1025611,Nathan Hart,Jacksonville,New Mexico,USA,61,Female,Medium,9,2086.087471,Grocery,Nestle,Snacks,Express,Debit Card,Trail mix
1025673,Theodore Murphy,Sydney,New South Wales,Australia,46,Female,Medium,9,3671.446747,Clothing,Zara,Dress,Same-Day,Cash,Fit and flare dress
1025710,Laura Armstrong,Kitchener,Ontario,Canada,42,Female,Medium,8,2991.838333,Grocery,Pepsi,Water,Standard,Debit Card,Sparkling water
1025726,Terry Gordon,Edinburgh,England,UK,69,Male,High,7,1272.583939,Books,Penguin Books,Fiction,Same-Day,PayPal,Science fiction
1025762,Jody Gutierrez,Munich,Berlin,Germany,27,Male,Low,7,3275.745148,Grocery,Coca-Cola,Soft Drink,Standard,Credit Card,Fruit punch
1025776,Amy Coleman,Boston,Georgia,USA,23,Male,High,6,2718.690186,Books,Random House,Fiction,Standard,Debit Card,Dystopian
1025813,Virginia Copeland,Edmonton,Ontario,Canada,59,Male,Medium,9,4178.858119,Grocery,Pepsi,Water,Standard,PayPal,Artesian water
1025832,Kara Wilson,Kelowna,Ontario,Canada,20,Male,High,7,1874.256733,Books,HarperCollins,Fiction,Express,PayPal,Historical fiction
1025832,Kara Wilson,Kelowna,Ontario,Canada,28,Male,High,7,1874.256733,Books,HarperCollins,Fiction,Express,Credit Card,Horror
1025842,Brian Romero,San Francisco,Maine,USA,26,Male,High,9,4131.322936,Clothing,Zara,Shirt,Same-Day,Debit Card,Sweatshirt
1025855,Kyle Cook,Vancouver,Ontario,Canada,20,Male,Medium,10,1197.703197,Books,HarperCollins,Fiction,Standard,Cash,Horror
1025863,Patricia Rosario,Calgary,Ontario,Canada,43,Male,Medium,10,429.4401768,Home Decor,Home Depot,Furniture,Express,Debit Card,Dining table
1025969,Ricky Webb,Bendigo,New South Wales,Australia,66,Male,Medium,10,2515.819566,Grocery,Coca-Cola,Water,Express,Debit Card,Coconut water
1026019,Zachary Freeman,Glasgow,England,UK,46,Male,Medium,1,43.54162984,Grocery,Nestle,Snacks,Express,PayPal,Trail mix
1026043,Blake Benitez,Newcastle,New South Wales,Australia,20,Male,High,4,133.8936522,Home Decor,Bed Bath & Beyond,Bedding,Same-Day,Debit Card,Bed sheet set
1026105,Robert Owens,Brighton,England,UK,24,Male,Medium,9,1090.009714,Electronics,BlueStar,BlueStar AC,Same-Day,Credit Card,Split AC
1026126,Cheryl Chen,London,Ontario,Canada,28,Male,Medium,4,1015.84022,Electronics,Mitsubhisi,Mitsubishi 1.5 Ton 3 Star Split AC,Express,Cash,Floor-standing AC
1026166,Billy Jenkins,Cardiff,England,UK,29,Male,Medium,1,151.5054428,Home Decor,Bed Bath & Beyond,Bathroom,Same-Day,Cash,Soap dispenser
1026169,Nancy Meyer,Portsmouth,England,UK,19,Female,Medium,7,1032.356712,Grocery,Coca-Cola,Juice,Express,Cash,Apple juice
1026204,Angela Williams,Birmingham,England,UK,20,Male,Low,10,4438.683616,Home Decor,Bed Bath & Beyond,Kitchen,Express,Credit Card,Dishwasher
1026229,Gregory Burns,Sacramento,Colorado,USA,54,Male,Medium,9,3119.107322,Grocery,Pepsi,Soft Drink,Express,PayPal,Grape soda
1026233,Amy Marks,Cologne,Berlin,Germany,49,Male,Low,6,704.3134098,Electronics,Samsung,Tablet,Express,Credit Card,Lenovo Tab
1026235,Kyle Woods,Tulsa,California,USA,49,Male,High,8,2398.561607,Electronics,Mitsubhisi,Mitsubishi 1.5 Ton 3 Star Split AC,Express,Cash,Cassette AC
1026306,Justin Robbins,Vancouver,Ontario,Canada,46,Female,Medium,8,1845.013372,Grocery,Nestle,Chocolate,Express,Debit Card,Dark chocolate
1026365,Nicole Singh,Portsmouth,England,UK,24,Female,Medium,8,1925.090436,Grocery,Pepsi,Soft Drink,Express,Credit Card,Root beer
1026421,Howard Mcfarland,Chicago,Connecticut,USA,60,Male,Low,7,1864.80513,Clothing,Nike,Shoes,Standard,Cash,Running shoes
1026506,Pamela Edwards,Berlin,Berlin,Germany,39,Male,Low,8,3493.176976,Home Decor,Bed Bath & Beyond,Kitchen,Same-Day,Cash,Dishwasher
1026546,Drew Davis,Oakland,Utah,USA,66,Male,Low,10,4356.829934,Electronics,Mitsubhisi,Mitsubishi 1.5 Ton 3 Star Split AC,Express,Credit Card,Cassette AC
1026562,Miss Monica Mitchell,Stuttgart,Berlin,Germany,65,Female,Low,6,2069.857476,Clothing,Adidas,Shoes,Standard,Credit Card,Flip flops
1026571,Samantha Riley,Denver,New Jersey,USA,20,Male,Medium,6,2119.513816,Grocery,Pepsi,Juice,Standard,PayPal,Orange juice
1026583,Joe Freeman,Chicago,Connecticut,USA,34,Female,Low,5,2313.627226,Home Decor,IKEA,Lighting,Express,Cash,Chandeliers
1026583,Julia Garcia,San Francisco,Maine,USA,26,Male,High,3,628.9513064,Grocery,Nestle,Chocolate,Same-Day,Debit Card,Chocolate-covered fruits
1026583,Priscilla Herrera,Oxford,England,UK,26,Male,Low,1,416.7195369,Books,Penguin Books,Non-Fiction,Same-Day,PayPal,Psychology
1026673,Janice Martinez,Chicago,Connecticut,USA,34,Female,Medium,8,401.0357105,Home Decor,IKEA,Lighting,Same-Day,Credit Card,Ceiling lights
1026673,Leroy Gray,Hobart,New South Wales,Australia,46,Male,Medium,10,1706.715206,Grocery,Pepsi,Water,Same-Day,Cash,Mineral water
1026675,Heather Adams,Nuremberg,Berlin,Germany,42,Male,Medium,3,613.1109085,Grocery,Coca-Cola,Soft Drink,Express,Debit Card,Orange soda
1026676,Cody Gutierrez,Brisbane,New South Wales,Australia,26,Male,Low,10,3074.8231,Grocery,Nestle,Chocolate,Express,Cash,Chocolate bars
1026683,Lisa Jackson,Geelong,New South Wales,Australia,22,Male,Medium,4,448.8727216,Books,Random House,Fiction,Standard,Credit Card,Adventure
1026691,Suzanne Robinson,Leeds,England,UK,20,Male,Medium,3,622.0241886,Clothing,Zara,Shirt,Express,PayPal,T-shirt
1026699,Jonathan Ho,Darwin,New South Wales,Australia,20,Male,High,10,3673.70621,Home Decor,Home Depot,Tools,Standard,Debit Card,Saw
1026709,Casey Fletcher,Oshawa,Ontario,Canada,46,Male,Medium,3,115.6743516,Books,Random House,Literature,Express,PayPal,Classic literature
1026717,John Lynch,Frankfurt,Berlin,Germany,22,Female,Medium,8,1285.136958,Books,Penguin Books,Fiction,Express,PayPal,Adventure
1026719,Janice Patterson,Leipzig,Berlin,Germany,20,Male,High,6,477.9916246,Home Decor,Home Depot,Decorations,Same-Day,Debit Card,Wall art
1026761,Audrey Coleman,Omaha,South Carolina,USA,43,Female,High,9,1143.472796,Home Decor,Bed Bath & Beyond,Kitchen,Standard,Credit Card,Microwave
1026772,Jennifer Nelson,Portsmouth,England,UK,19,Female,Medium,9,1550.005168,Books,HarperCollins,Thriller,Standard,PayPal,Mystery
1026796,Breanna Thomas,Portsmouth,England,UK,21,Female,Medium,9,2889.158978,Electronics,Sony,Headphones,Standard,PayPal,Wireless headphones
1026820,Jessica Watts,Chicago,Connecticut,USA,20,Female,Low,6,1014.445467,Clothing,Nike,T-shirt,Standard,Credit Card,Crew neck tee
1026845,Kyle Valenzuela,Leeds,England,UK,65,Male,Low,8,3090.717842,Clothing,Zara,Shirt,Standard,Cash,Sweatshirt
1026857,Jessica Jackson,Geelong,New South Wales,Australia,35,Male,Low,7,1360.434978,Electronics,Sony,Television,Express,Credit Card,OLED TV
1026866,Erik Cummings,San Francisco,Maine,USA,26,Male,High,6,487.5921142,Electronics,Apple,Tablet,Same-Day,PayPal,Huawei MediaPad
1026923,Lauren Howard,Nashville,Michigan,USA,20,Male,Low,1,177.3803592,Clothing,Zara,Dress,Same-Day,Credit Card,Wrap dress
1027018,Ashley Barnes,Liverpool,England,UK,22,Male,High,8,1255.17455,Grocery,Nestle,Snacks,Standard,PayPal,Crackers
1027054,Sara Williams,Milwaukee,Hawaii,USA,24,Female,Medium,8,851.3741601,Clothing,Nike,Shorts,Express,Credit Card,Khaki shorts
1027066,Jason Davis,Chicago,Connecticut,USA,20,Male,Medium,10,395.4926203,Grocery,Pepsi,Water,Standard,Cash,Bottled water
1027101,Natalie Duncan,Halifax,Ontario,Canada,59,Male,Low,10,2030.355188,Grocery,Nestle,Chocolate,Standard,Credit Card,Chocolate fondue
1027139,Logan Fox,London,Ontario,Canada,20,Male,Medium,2,544.4540182,Electronics,Apple,Laptop,Standard,Credit Card,Lenovo ThinkPad
1027144,Karen White,Portsmouth,England,UK,22,Male,High,9,1285.949318,Grocery,Coca-Cola,Water,Express,Credit Card,Purified water
1027147,Michael Prince,Kitchener,Ontario,Canada,20,Female,Medium,10,4747.14599,Home Decor,IKEA,Furniture,Express,PayPal,Nightstand
1027243,Barbara Mitchell,Cairns,New South Wales,Australia,55,Male,High,5,2205.869069,Grocery,Coca-Cola,Water,Express,Debit Card,Sparkling water
1027279,Kelly Lewis,Barrie,Ontario,Canada,67,Female,Low,1,200.7012342,Clothing,Nike,Shorts,Express,Cash,Denim shorts
1027361,Holly Morgan,Saskatoon,Ontario,Canada,50,Female,Medium,5,1839.11561,Grocery,Nestle,Chocolate,Standard,Debit Card,Chocolate bars
1027397,Gary Trevino,Austin,West Virginia,USA,51,Male,Low,7,3209.234777,Home Decor,IKEA,Furniture,Standard,Credit Card,Coffee table
1027419,Angela Johnson,Wuppertal,Berlin,Germany,27,Female,Medium,7,1114.150658,Home Decor,IKEA,Lighting,Same-Day,Debit Card,Pendant lights
1027513,Mike Lewis,Bristol,England,UK,46,Female,Medium,2,24.18294753,Grocery,Nestle,Coffee,Standard,PayPal,Espresso
1027513,Jennifer Thornton,Boston,Georgia,USA,23,Male,High,1,186.3807322,Home Decor,IKEA,Lighting,Standard,Credit Card,Pendant lights
1027514,James Miller,Duisburg,Berlin,Germany,20,Male,Medium,5,959.0450515,Electronics,Sony,Smartphone,Standard,Credit Card,Samsung Galaxy
1027525,Kayla Riley,Windsor,Ontario,Canada,48,Female,Medium,3,172.3864428,Electronics,Sony,Headphones,Same-Day,Cash,On-ear headphones
1027541,Penny Barker,Portsmouth,England,UK,34,Male,Medium,10,4306.293344,Electronics,Mitsubhisi,Mitsubishi 1.5 Ton 3 Star Split AC,Express,Cash,Air conditioner
